,SKU,DESCRIPTION,YEAR,CAPACITY,URL,PRICE,SELLER_INFORMATION,OFFER_DESCRIPTION,COUNTRY
8476,11543,Ch Palmer,2006,1.5L,https://www.wine-searcher.com/find/ch+palmer/2006/-/-/u,$600.00,Sokolin & Co.,2006Palmer,USA (NY)
8477,11543,Ch Palmer,2006,1.5L,https://www.wine-searcher.com/find/ch+palmer/2006/-/-/u,$629.00,Grand Vin Wine Merchants US,Palmer2006(1.5L)Margaux,USA (WA)
8486,11544,"Ch Pape Clement,Blanc",2012,750ml,https://www.wine-searcher.com/find/ch+pape+clement+blanc/2012/-/-/u,$139.00,The Redd Collection,"2012Ch Pape Clement,Blanc",USA (CA)
8490,11544,"Ch Pape Clement,Blanc",2012,750ml,https://www.wine-searcher.com/find/ch+pape+clement+blanc/2012/-/-/u,$159.00,Vinfolio,2012Pape Clement-Blanc750ML,USA (CA)
8491,11544,"Ch Pape Clement,Blanc",2012,750ml,https://www.wine-searcher.com/find/ch+pape+clement+blanc/2012/-/-/u,$159.98,Central Wine Merchants,Chateau Pape Clement-Pessac-Leognan White2012,USA (NJ)
8493,11544,"Ch Pape Clement,Blanc",2012,750ml,https://www.wine-searcher.com/find/ch+pape+clement+blanc/2012/-/-/u,$171.84,Saratoga Wine Exchange,"2012Chateau Pape Clement Pessac Leognan Blanc,France,Bordeaux,Graves",USA (NY)
8494,11544,"Ch Pape Clement,Blanc",2012,750ml,https://www.wine-searcher.com/find/ch+pape+clement+blanc/2012/-/-/u,$171.99,Rye Brook Wine & Spirit Shop,"Chateau-Pape-Clement Pessac Leognan Blanc2012,Bordeaux,Pessac-Leognan",USA (NY)
8497,11544,"Ch Pape Clement,Blanc",2012,750ml,https://www.wine-searcher.com/find/ch+pape+clement+blanc/2012/-/-/u,$179.99,Wally's Wine & Spirits,"2012Chateau Pape Clement Blanc750mL,2012",USA (CA)
8498,11544,"Ch Pape Clement,Blanc",2012,750ml,https://www.wine-searcher.com/find/ch+pape+clement+blanc/2012/-/-/u,$184.00,R.H.C. Selections,"Chateau Pape Clement Blanc Pessac-Leognan France,2012,750",USA (OR)
8499,11544,"Ch Pape Clement,Blanc",2012,750ml,https://www.wine-searcher.com/find/ch+pape+clement+blanc/2012/-/-/u,$191.95,Aabalat Fine & Rare Wines,"2012Pape Clement Pessac Leognan Blanc,White Blend",USA (CA)
8508,11544,"Ch Pape Clement,Blanc",2012,750ml,https://www.wine-searcher.com/find/ch+pape+clement+blanc/2012/-/-/u,$1990.44,Saratoga Wine Exchange,"2012Chateau Pape Clement Pessac Leognan Blanc,France,Bordeaux,Graves",USA (NY)
8521,11545,"Ch Pape Clement,Rouge",1990,750ml,https://www.wine-searcher.com/find/ch+pape+clement+rouge/1990/-/-/u,$175.00,Vinfolio,1990Pape Clement750ML,USA (CA)
8523,11545,"Ch Pape Clement,Rouge",1990,750ml,https://www.wine-searcher.com/find/ch+pape+clement+rouge/1990/-/-/u,$188.95,Elevation Wine Fund,"1990Pape Clement,France,Bordeaux,Graves,Pessac Leognan,Red",USA (CA)
